cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
b's',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'u',b'v',b'd',b'e'
b'x',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b's',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'b',b's',b'y',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'g',b'e'
b'x',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'f',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'g',b'e'
b'x',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'f',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'p',b'e'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'x',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'g',b'e'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'b',b's',b'y',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'f',b'y',b't',b'l',b'f',b'w',b'n',b'n',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'u',b'v',b'd',b'e'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'f',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'p',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'b',b's',b'y',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'p'
b's',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'f',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b'y',b'n',b't',b'a',b'f',b'c',b'b',b'p',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'p',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'p'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'e'
b'b',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'y',b'n',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'p',b'e'
b'x',b'f',b'w',b'f',b'n',b'f',b'w',b'b',b'p',b't',b'e',b's',b'f',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b's',b'g',b'e'
b'x',b's',b'w',b't',b'l',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b's',b'y',b't',b'a',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'f',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'b',b's',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'w',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b's',b'w',b't',b'a',b'f',b'w',b'n',b'n',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'g',b'e'
b'x',b'f',b'w',b'f',b'n',b'f',b'w',b'b',b'h',b't',b'e',b'f',b's',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b's',b'g',b'e'
b'f',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'p',b'e'
b'x',b's',b'w',b't',b'p',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'p'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'g',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'x',b'f',b'y',b't',b'a',b'f',b'w',b'n',b'n',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'n',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'f',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b's',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'x',b's',b'w',b't',b'p',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'p'
b'x',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'f',b'f',b'w',b't',b'a',b'f',b'w',b'n',b'p',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'y',b'n',b't',b'p',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'p'
b'b',b's',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'n',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'u',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'u',b'p'
b'x',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'p',b'e'
b'f',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'f',b'w',b't',b'l',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'b',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'f',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'p',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'p',b'e'
b'f',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'p',b'e'
b'x',b's',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'x',b's',b'w',b't',b'p',b'f',b'c',b'n',b'n',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'p'
b'f',b'f',b'w',b't',b'a',b'f',b'w',b'n',b'p',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'u',b'v',b'd',b'e'
b'x',b's',b'w',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b's',b'w',b't',b'l',b'f',b'w',b'n',b'p',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'u',b'v',b'd',b'e'
b'x',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'f',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'p',b'e'
b'x',b's',b'n',b'f',b'n',b'f',b'w',b'b',b'p',b't',b'e',b'f',b's',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b's',b'g',b'e'
b'f',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'g',b'e'
b'x',b's',b'n',b't',b'p',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'p'
b's',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'e'
b'b',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'b',b's',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'f',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'g',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'f',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'k',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'g',b'p'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'g',b'e'
b'x',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b'f',b'w',b't',b'l',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'u',b'v',b'd',b'e'
b'f',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'e'
b'f',b's',b'g',b'f',b'n',b'f',b'w',b'b',b'p',b't',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b'a',b'g',b'e'
b'x',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'b',b's',b'w',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'f',b'y',b'n',b't',b'p',b'f',b'c',b'n',b'w',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'u',b'p'
b'x',b's',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'f',b's',b'n',b't',b'p',b'f',b'c',b'n',b'w',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'v',b'u',b'p'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'f',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'p',b'e'
b'x',b'y',b'n',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'p',b'e'
b'f',b'y',b'n',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'g',b'e'
b'x',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'f',b'f',b'n',b'f',b'n',b'f',b'w',b'b',b'h',b't',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b's',b'g',b'e'
b'x',b's',b'y',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'w',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'p'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b's',b'f',b'n',b'f',b'n',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'u',b'e'
b'x',b's',b'y',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'n',b'm',b'e'
b'f',b'y',b'n',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'b',b'y',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'y',b'n',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'r',b's',b'y',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'p',b'e'
b'f',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'y',b'u',b'e'
b'x',b'f',b'g',b'f',b'n',b'f',b'c',b'n',b'g',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b'y',b'u',b'e'
b'b',b'y',b'y',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'y',b't',b'l',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'g',b'e'
b'x',b's',b'w',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'b',b's',b'y',b't',b'a',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
b'x',b's',b'y',b't',b'a',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'm',b'e'
b'x',b'f',b'g',b'f',b'n',b'f',b'w',b'b',b'p',b't',b'e',b'f',b'f',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b's',b'g',b'e'
b'f',b's',b'y',b't',b'a',b'f',b'w',b'n',b'p',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'x',b'y',b'w',b't',b'p',b'f',b'c',b'n',b'p',b'e',b'e',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'p'
b'x',b'f',b'w',b'f',b'n',b'f',b'w',b'b',b'k',b't',b'e',b'f',b's',b'w',b'w',b'p',b'w',b'o',b'e',b'k',b'a',b'g',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'w',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b's',b'y',b't',b'l',b'f',b'w',b'n',b'w',b't',b'b',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'v',b'd',b'e'
b'b',b'y',b'w',b't',b'a',b'f',b'c',b'b',b'n',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'k',b's',b'g',b'e'
b'x',b'f',b'n',b't',b'n',b'f',b'c',b'b',b'p',b't',b'b',b's',b's',b'g',b'p',b'p',b'w',b'o',b'p',b'n',b'y',b'd',b'e'
b'b',b'y',b'w',b't',b'l',b'f',b'c',b'b',b'k',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b's',b'm',b'e'
b'x',b's',b'y',b't',b'l',b'f',b'c',b'b',b'g',b'e',b'c',b's',b's',b'w',b'w',b'p',b'w',b'o',b'p',b'n',b'n',b'm',b'e'
