decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
3.00,3.00,40.00,3.80,-0.49,-0.51,1.00,4.00,0.00,1,6,1
3.00,2.00,37.00,2.90,-0.53,-1.09,1.00,4.00,0.00,1,3,1
1.00,3.00,37.00,3.40,-1.18,-0.79,1.00,2.00,0.00,1,4,1
10.00,10.00,40.00,3.40,1.85,1.52,1.00,4.00,1.00,1,3,1
5.00,3.00,30.50,3.40,-0.10,-0.86,1.00,3.00,1.00,1,2,1
8.00,8.00,37.00,3.40,0.67,0.55,1.00,2.00,1.00,1,3,1
4.00,5.00,42.00,3.00,-0.40,-0.12,1.00,4.00,1.00,1,4,1
9.00,7.00,34.00,3.30,1.15,0.42,2.00,3.00,1.00,1,3,1
4.00,6.00,32.00,3.50,-0.41,0.14,1.00,3.00,1.00,1,4,1
1.00,1.00,26.00,3.20,-1.23,-1.68,1.00,3.00,0.00,1,3,0
2.00,1.00,30.00,3.30,-0.92,-1.42,1.00,4.00,0.00,0,4,0
2.00,3.00,45.00,3.50,-1.14,-0.79,1.00,5.00,1.00,1,5,1
3.00,3.00,30.00,3.80,-0.63,-0.72,1.00,2.00,1.00,0,4,1
7.00,8.00,38.00,3.80,0.54,0.68,1.00,4.00,0.00,1,4,1
9.00,7.00,34.00,3.70,1.02,0.52,1.00,3.00,0.00,1,5,1
5.00,7.00,45.00,3.40,-0.03,0.48,1.00,5.00,0.00,1,4,1
5.00,6.00,40.00,2.90,0.04,0.02,1.00,4.00,1.00,1,4,1
8.00,7.00,45.00,3.40,0.62,0.36,1.00,4.00,1.00,1,4,1
2.00,1.00,37.00,3.00,-0.80,-1.35,1.00,4.00,1.00,1,4,1
2.00,2.00,31.00,3.20,-1.04,-1.08,1.00,4.00,1.00,1,2,1
7.00,9.00,48.00,3.50,0.40,0.87,1.00,4.00,0.00,1,5,1
1.00,1.00,25.50,3.00,-2.11,-1.92,1.00,4.00,1.00,0,4,1
9.00,9.00,40.00,2.50,1.10,1.10,1.00,3.00,1.00,1,3,1
8.00,8.00,40.00,3.40,0.72,0.63,1.00,4.00,1.00,1,3,1
6.00,7.00,41.00,3.40,0.33,0.44,1.00,4.00,0.00,1,4,1
1.00,2.00,33.50,2.90,-1.43,-0.91,1.00,3.00,0.00,1,3,0
9.00,8.00,41.00,3.10,1.02,0.80,1.00,2.00,1.00,1,4,1
5.00,5.00,40.00,3.10,0.00,-0.22,1.00,4.00,1.00,1,4,1
5.00,7.00,36.00,3.10,0.00,0.50,1.00,4.00,0.00,1,3,1
6.00,7.00,36.00,3.60,0.30,0.53,1.00,3.00,0.00,1,3,1
2.00,2.00,45.00,3.90,-0.84,-1.02,1.00,3.00,1.00,1,5,1
6.00,8.00,39.00,3.60,0.16,0.78,2.00,3.00,0.00,1,4,1
10.00,6.00,35.00,3.70,1.93,0.20,2.00,3.00,1.00,1,4,1
1.00,1.00,37.00,3.30,-1.76,-1.44,1.00,3.00,0.00,1,4,1
1.00,1.00,36.00,2.90,-1.39,-1.78,1.00,3.00,0.00,1,4,1
9.00,9.00,41.00,2.80,1.26,0.89,1.00,3.00,1.00,1,5,1
10.00,10.00,46.00,3.70,2.18,2.43,1.00,2.00,0.00,1,2,1
8.00,8.00,47.00,3.10,0.69,0.66,1.00,1.00,1.00,1,4,1
2.00,5.00,46.00,3.90,-1.15,-0.23,1.00,4.00,0.00,1,5,1
4.00,4.00,36.00,2.90,-0.43,-0.52,1.00,3.00,1.00,1,2,1
2.00,2.00,33.00,3.50,-0.95,-1.09,1.00,4.00,1.00,1,4,0
5.00,4.00,37.00,3.10,-0.13,-0.41,1.00,4.00,1.00,1,3,0
5.00,4.00,29.00,3.00,-0.04,-0.32,1.00,4.00,1.00,0,3,1
2.00,3.00,36.00,3.20,-0.97,-0.56,1.00,3.00,1.00,1,5,1
5.00,4.00,42.00,3.50,0.03,-0.42,1.00,4.00,1.00,1,6,1
10.00,9.00,41.00,2.80,1.54,1.27,1.00,3.00,1.00,1,4,1
7.00,7.00,47.00,3.90,0.34,0.49,2.00,2.00,0.00,1,4,1
7.00,7.00,44.00,3.40,0.48,0.55,1.00,5.00,0.00,1,4,1
7.00,5.00,40.50,3.70,0.40,-0.20,1.00,3.00,1.00,1,5,1
2.00,3.00,29.00,2.80,-0.78,-0.77,1.00,2.00,0.00,1,3,1
1.00,1.00,36.00,2.20,-1.57,-1.61,1.00,3.00,0.00,0,5,1
5.00,5.00,39.00,3.50,-0.11,-0.12,1.00,2.00,1.00,1,4,0
4.00,1.00,39.00,3.80,-0.32,-1.32,1.00,3.00,1.00,1,3,1
4.00,6.00,35.00,3.90,-0.28,0.11,1.00,3.00,0.00,1,4,1
1.00,1.00,33.00,3.10,-1.92,-1.50,1.00,3.00,1.00,0,3,0
9.00,10.00,37.00,3.40,1.25,1.53,1.00,4.00,1.00,1,4,1
8.00,7.00,39.00,3.80,0.89,0.55,1.00,4.00,1.00,1,4,1
8.00,8.00,41.00,2.80,0.84,0.84,1.00,4.00,1.00,1,3,1
8.00,7.00,28.50,3.50,0.79,0.27,1.00,3.00,0.00,1,2,1
10.00,10.00,40.00,3.00,2.12,2.05,1.00,3.00,0.00,1,4,1
6.00,7.00,35.00,3.20,0.26,0.33,1.00,3.00,1.00,1,2,1
9.00,10.00,33.00,2.70,1.20,1.67,2.00,4.00,1.00,1,3,1
9.00,8.00,32.50,3.40,1.02,0.77,1.00,5.00,0.00,1,3,1
9.00,9.00,44.00,3.90,0.97,1.03,1.00,2.00,0.00,1,4,1
8.00,9.00,43.00,3.90,0.67,1.23,1.00,4.00,1.00,1,6,1
9.00,7.00,32.00,3.00,1.04,0.42,1.00,5.00,0.00,1,2,1
3.00,4.00,37.00,3.20,-0.46,-0.30,1.00,3.00,1.00,1,3,1
1.00,2.00,39.00,3.20,-1.30,-1.14,1.00,5.00,0.00,1,5,1
3.00,4.00,37.00,3.10,-0.48,-0.47,1.00,5.00,1.00,1,3,1
10.00,9.00,44.00,3.10,1.40,1.22,1.00,3.00,1.00,1,5,1
1.00,1.00,26.50,3.90,-2.23,-1.88,1.00,1.00,1.00,1,3,0
7.00,8.00,34.50,3.20,0.33,0.55,1.00,4.00,1.00,1,2,1
4.00,3.00,41.00,2.90,-0.39,-0.78,1.00,3.00,1.00,1,4,0
8.00,8.00,36.50,3.30,0.77,0.77,1.00,4.00,1.00,1,5,1
9.00,8.00,40.00,2.80,0.98,0.64,1.00,4.00,0.00,1,3,1
9.00,9.00,42.00,3.60,1.22,1.15,1.00,3.00,1.00,1,4,1
5.00,6.00,46.00,3.90,-0.14,0.09,1.00,3.00,0.00,1,6,1
7.00,7.00,38.50,3.20,0.53,0.37,1.00,4.00,0.00,1,3,1
10.00,10.00,39.00,3.20,1.30,1.38,1.00,4.00,1.00,1,3,1
3.00,4.00,34.00,3.40,-0.47,-0.32,1.00,5.00,1.00,1,4,1
9.00,6.00,38.00,3.00,0.92,-0.01,1.00,5.00,1.00,1,3,1
4.00,4.00,42.00,4.00,-0.35,-0.27,1.00,2.00,1.00,1,6,1
8.00,9.00,39.00,2.60,0.68,1.07,2.00,2.00,0.00,1,3,1
5.00,8.00,38.00,2.80,-0.10,0.55,1.00,4.00,1.00,1,5,1
3.00,2.00,36.00,3.70,-0.64,-1.09,1.00,3.00,0.00,1,4,1
3.00,4.00,36.00,3.70,-0.52,-0.42,1.00,4.00,0.00,1,3,1
9.00,10.00,37.00,3.30,1.02,1.33,1.00,2.00,0.00,1,4,1
9.00,9.00,32.00,3.10,0.85,1.09,1.00,4.00,0.00,1,2,1
9.00,7.00,34.00,3.50,0.96,0.45,1.00,3.00,0.00,1,3,1
2.00,2.00,43.00,3.70,-0.85,-0.92,1.00,3.00,1.00,1,6,1
8.00,6.00,36.50,3.50,0.78,0.18,1.00,2.00,1.00,1,6,1
7.00,6.00,40.00,3.40,0.42,0.19,1.00,3.00,0.00,1,4,1
7.00,8.00,38.00,3.40,0.36,0.73,1.00,4.00,1.00,1,4,1
6.00,7.00,33.00,3.70,0.13,0.29,1.00,3.00,1.00,1,3,1
4.00,5.00,38.00,3.50,-0.33,-0.20,1.00,1.00,1.00,1,4,1
6.00,4.00,46.00,2.60,0.10,-0.31,1.00,3.00,1.00,1,3,1
6.00,4.00,38.00,2.90,0.15,-0.40,1.00,4.00,0.00,0,3,1
5.00,3.00,41.00,3.00,-0.11,-0.83,1.00,5.00,1.00,1,3,1
3.00,2.00,34.00,3.50,-0.44,-1.22,1.00,4.00,0.00,1,3,1
7.00,7.00,41.00,2.90,0.32,0.24,1.00,4.00,1.00,1,2,1
3.00,3.00,38.00,3.10,-0.67,-0.72,1.00,5.00,0.00,1,4,1
9.00,9.00,38.00,3.80,1.19,0.89,1.00,4.00,0.00,1,3,1
2.00,1.00,20.00,3.10,-0.95,-1.37,1.00,3.00,1.00,1,2,0
1.00,1.00,28.00,3.80,-1.46,-1.48,1.00,3.00,0.00,0,3,0
4.00,2.00,34.00,3.20,-0.35,-0.92,1.00,3.00,0.00,1,4,1
9.00,10.00,37.00,3.70,1.04,1.79,1.00,5.00,0.00,1,5,1
5.00,6.00,41.00,2.70,-0.18,0.09,1.00,5.00,0.00,1,5,1
9.00,8.00,40.00,3.00,1.11,0.61,1.00,5.00,1.00,1,3,1
2.00,1.00,26.00,2.30,-1.00,-1.58,1.00,3.00,0.00,0,2,0
8.00,9.00,36.00,2.90,0.80,1.21,2.00,3.00,1.00,1,3,0
6.00,8.00,45.00,3.50,0.23,0.62,1.00,4.00,1.00,1,4,1
9.00,9.00,46.00,3.30,1.20,1.13,1.00,4.00,0.00,1,6,1
9.00,9.00,37.00,3.50,1.07,0.94,1.00,4.00,1.00,1,5,1
10.00,9.00,40.00,2.80,2.00,1.07,1.00,4.00,1.00,1,5,1
7.00,6.00,29.00,3.50,0.36,0.19,1.00,4.00,0.00,1,3,1
2.00,3.00,39.00,3.70,-0.91,-0.79,1.00,4.00,0.00,1,6,1
5.00,7.00,34.00,3.20,-0.08,0.36,1.00,3.00,0.00,1,2,0
5.00,5.00,33.50,3.30,0.03,-0.06,1.00,4.00,0.00,1,3,1
8.00,10.00,31.00,3.70,0.63,1.68,1.00,4.00,1.00,1,2,1
6.00,6.00,33.00,3.60,0.30,0.23,1.00,3.00,1.00,1,3,1
2.00,4.00,37.00,2.90,-0.81,-0.45,1.00,4.00,1.00,1,5,1
6.00,8.00,42.00,3.40,0.09,0.67,1.00,4.00,0.00,1,3,1
7.00,7.00,38.00,3.60,0.55,0.42,1.00,4.00,1.00,1,3,1
6.00,7.00,45.00,3.90,0.14,0.28,1.00,3.00,0.00,1,5,1
9.00,9.00,38.00,3.50,1.16,1.27,1.00,4.00,0.00,1,4,1
5.00,6.00,34.00,3.70,0.02,0.17,1.00,4.00,1.00,1,4,1
8.00,8.00,31.00,3.20,0.78,0.88,1.00,3.00,1.00,1,4,1
4.00,2.00,38.00,3.60,-0.41,-1.13,1.00,5.00,0.00,1,4,1
9.00,6.00,35.00,3.30,0.96,0.18,1.00,4.00,1.00,1,3,1
7.00,3.00,35.00,2.90,0.35,-0.65,2.00,3.00,1.00,1,5,1
6.00,5.00,39.00,3.90,0.10,-0.03,1.00,3.00,0.00,1,6,0
3.00,4.00,39.50,3.50,-0.52,-0.29,1.00,4.00,1.00,1,4,1
6.00,6.00,36.00,3.50,0.31,0.14,1.00,3.00,0.00,1,4,1
6.00,2.00,42.00,3.50,0.13,-0.91,1.00,4.00,1.00,1,5,1
1.00,1.00,41.00,3.50,-1.64,-1.44,1.00,5.00,0.00,1,4,1
9.00,9.00,40.50,3.20,1.08,1.04,1.00,4.00,0.00,1,3,1
5.00,3.00,31.50,3.70,0.05,-0.67,1.00,3.00,1.00,1,5,1
1.00,1.00,35.00,3.40,-1.17,-1.48,1.00,4.00,1.00,1,3,1
7.00,5.00,35.00,3.20,0.38,-0.11,2.00,3.00,1.00,1,4,1
10.00,8.00,42.00,3.30,1.31,0.83,1.00,4.00,1.00,1,4,1
1.00,1.00,29.00,2.60,-2.33,-1.53,1.00,4.00,1.00,0,4,0
9.00,6.00,45.00,3.50,1.14,0.29,1.00,4.00,0.00,1,4,1
7.00,8.00,36.00,3.30,0.57,0.60,1.00,4.00,1.00,1,6,1
10.00,10.00,39.00,2.90,2.06,1.77,1.00,3.00,1.00,1,3,1
9.00,10.00,40.00,2.90,1.18,1.41,1.00,4.00,1.00,1,4,1
7.00,8.00,33.00,3.50,0.54,0.87,1.00,4.00,0.00,1,3,1
2.00,1.00,34.00,3.70,-0.80,-1.71,2.00,2.00,0.00,1,3,1
9.00,7.00,36.00,2.70,0.92,0.47,1.00,4.00,1.00,1,3,1
7.00,9.00,29.00,3.80,0.28,1.03,1.00,3.00,1.00,1,2,1
4.00,3.00,38.00,3.60,-0.19,-0.67,1.00,4.00,0.00,1,4,1
2.00,1.00,28.00,2.10,-1.06,-1.97,1.00,3.00,0.00,0,3,0
4.00,3.00,45.00,2.80,-0.40,-0.58,1.00,4.00,1.00,1,4,1
5.00,5.00,37.50,3.70,0.05,-0.06,1.00,4.00,1.00,1,5,0
7.00,6.00,43.00,3.40,0.51,0.27,1.00,4.00,0.00,1,4,1
5.00,6.00,39.00,3.10,0.02,0.09,1.00,4.00,0.00,1,4,1
1.00,2.00,29.00,3.10,-1.09,-1.09,1.00,3.00,0.00,1,2,1
5.00,4.00,42.00,3.40,0.04,-0.31,1.00,4.00,1.00,1,5,0
2.00,1.00,35.00,2.70,-0.96,-1.30,1.00,3.00,1.00,1,2,0
4.00,4.00,45.00,3.10,-0.37,-0.48,1.00,3.00,1.00,1,5,1
3.00,2.00,38.00,3.10,-0.63,-1.26,1.00,4.00,1.00,1,3,1
5.00,2.00,40.00,3.10,-0.11,-0.95,1.00,3.00,1.00,1,3,1
6.00,7.00,28.00,3.40,0.06,0.37,1.00,4.00,0.00,1,3,1
2.00,2.00,30.50,3.30,-0.83,-0.99,1.00,3.00,0.00,1,3,0
5.00,5.00,31.30,2.90,0.03,-0.11,1.00,3.00,1.00,1,3,1
6.00,2.00,38.00,2.80,0.20,-1.06,1.00,5.00,1.00,1,3,1
1.00,1.00,39.00,3.30,-1.92,-2.29,1.00,3.00,0.00,1,4,1
10.00,10.00,42.00,3.50,2.50,2.05,2.00,4.00,0.00,1,3,1
7.00,8.00,38.00,3.80,0.48,0.77,1.00,4.00,0.00,1,6,1
7.00,8.00,34.00,3.60,0.57,0.67,1.00,3.00,0.00,1,4,1
9.00,7.00,41.00,3.20,0.92,0.48,1.00,4.00,1.00,1,4,1
4.00,2.00,44.00,3.20,-0.34,-1.05,1.00,3.00,1.00,1,4,1
4.00,4.00,43.00,2.80,-0.26,-0.44,1.00,3.00,1.00,1,4,1
6.00,8.00,36.00,3.10,0.16,0.59,1.00,4.00,0.00,1,3,1
1.00,1.00,40.00,3.40,-1.70,-1.81,1.00,3.00,1.00,1,4,1
9.00,10.00,45.00,3.80,1.12,1.58,1.00,5.00,1.00,1,5,1
9.00,8.00,39.00,3.50,1.24,0.59,1.00,3.00,0.00,1,3,1
5.00,9.00,46.00,3.70,0.08,0.94,1.00,5.00,0.00,1,6,1
1.00,1.00,30.50,3.10,-1.19,-1.54,1.00,4.00,0.00,1,3,1
9.00,10.00,42.00,3.00,1.02,1.39,1.00,4.00,1.00,1,3,1
5.00,6.00,35.00,3.30,-0.04,0.24,1.00,4.00,0.00,1,5,0
9.00,4.00,40.50,2.10,1.26,-0.33,1.00,3.00,1.00,1,5,1
4.00,6.00,37.00,3.80,-0.33,0.17,1.00,4.00,0.00,1,4,1
10.00,10.00,42.00,3.70,1.90,1.65,1.00,4.00,1.00,1,5,1
10.00,10.00,39.00,3.50,1.83,1.69,1.00,3.00,0.00,1,4,1
6.00,7.00,42.00,3.40,0.19,0.43,1.00,4.00,0.00,1,2,1
10.00,10.00,34.00,3.20,2.05,1.80,1.00,4.00,0.00,1,3,1
3.00,3.00,34.30,2.60,-0.58,-0.68,1.00,4.00,1.00,1,3,0
7.00,8.00,31.50,3.20,0.54,0.85,1.00,3.00,0.00,1,3,1
2.00,2.00,32.00,2.40,-1.01,-1.20,2.00,3.00,0.00,0,4,1
7.00,7.00,30.00,2.60,0.42,0.40,1.00,5.00,0.00,1,4,1
5.00,4.00,36.00,3.90,-0.12,-0.33,1.00,4.00,0.00,1,4,1
3.00,3.00,41.00,3.60,-0.68,-0.74,1.00,4.00,0.00,1,5,1
1.00,3.00,33.00,2.50,-1.27,-0.76,1.00,4.00,0.00,1,2,1
10.00,10.00,39.00,3.50,1.61,1.49,1.00,3.00,1.00,1,3,1
8.00,7.00,41.00,3.10,0.74,0.44,1.00,2.00,1.00,1,3,1
5.00,5.00,36.00,2.90,-0.16,-0.07,1.00,4.00,1.00,1,2,1
7.00,6.00,38.00,2.90,0.58,0.28,1.00,4.00,1.00,1,4,1
7.00,7.00,35.00,3.60,0.33,0.31,1.00,3.00,0.00,1,3,1
10.00,10.00,27.50,3.60,2.21,1.97,1.00,1.00,0.00,1,3,1
10.00,10.00,45.00,3.90,1.81,1.62,1.00,4.00,0.00,1,6,1
10.00,10.00,40.00,3.80,1.94,1.72,1.00,3.00,0.00,1,3,1
7.00,9.00,40.00,2.80,0.41,0.91,2.00,3.00,1.00,1,3,1
6.00,6.00,40.00,3.50,0.23,0.26,1.00,4.00,1.00,1,6,1
7.00,6.00,31.00,2.90,0.30,0.17,1.00,3.00,1.00,1,2,1
5.00,4.00,36.00,3.40,-0.16,-0.47,1.00,4.00,1.00,1,4,1
2.00,2.00,39.00,3.40,-1.10,-0.90,1.00,4.00,1.00,1,4,1
8.00,7.00,46.00,3.50,0.80,0.52,1.00,3.00,1.00,1,5,1
10.00,6.00,43.00,3.00,1.32,0.24,1.00,4.00,1.00,1,5,1
6.00,3.00,44.00,3.90,0.09,-0.56,1.00,3.00,1.00,1,6,1
10.00,10.00,37.00,3.90,1.69,2.05,1.00,2.00,0.00,1,4,1
7.00,7.00,35.00,3.30,0.48,0.36,1.00,3.00,1.00,1,4,1
3.00,1.00,47.00,3.80,-0.58,-1.76,1.00,4.00,1.00,1,6,1
8.00,8.00,41.00,3.40,0.75,0.83,1.00,3.00,1.00,1,4,1
8.00,7.00,39.00,3.30,0.79,0.41,1.00,4.00,1.00,1,3,1
5.00,5.00,48.00,3.30,-0.12,-0.06,1.00,4.00,0.00,1,4,1
4.00,4.00,30.50,2.60,-0.28,-0.43,1.00,4.00,0.00,1,4,1
6.00,7.00,32.00,3.50,0.07,0.40,2.00,3.00,1.00,1,5,0
6.00,3.00,36.00,2.60,0.24,-0.53,2.00,4.00,1.00,1,5,1
5.00,6.00,31.00,3.70,0.01,0.25,1.00,3.00,1.00,1,5,1
6.00,8.00,41.00,2.90,0.28,0.74,1.00,4.00,1.00,1,4,1
5.00,3.00,37.00,3.00,0.01,-0.54,1.00,3.00,1.00,1,4,1
7.00,5.00,38.00,3.00,0.46,-0.24,1.00,3.00,0.00,1,3,1
2.00,4.00,36.00,2.40,-0.92,-0.42,1.00,5.00,1.00,1,2,0
9.00,9.00,40.00,3.00,0.97,1.06,1.00,3.00,0.00,1,3,1
10.00,10.00,40.00,3.70,2.27,2.38,2.00,4.00,1.00,1,1,1
8.00,8.00,37.00,3.00,0.77,0.67,1.00,2.00,1.00,1,3,1
1.00,2.00,31.50,2.90,-1.79,-1.13,1.00,4.00,1.00,1,2,1
9.00,10.00,42.00,3.10,1.18,1.74,1.00,4.00,1.00,1,3,1
8.00,9.00,20.00,2.20,0.89,1.25,1.00,3.00,0.00,0,1,1
5.00,5.00,44.00,3.70,-0.04,0.01,1.00,4.00,1.00,1,5,1
3.00,6.00,38.00,3.70,-0.64,0.00,2.00,3.00,0.00,1,2,1
9.00,10.00,35.50,3.70,1.03,1.39,1.00,3.00,1.00,1,3,1
8.00,7.00,38.00,3.30,0.74,0.45,1.00,3.00,0.00,1,5,1
2.00,3.00,33.70,2.60,-0.99,-0.83,1.00,2.00,0.00,1,3,1
4.00,1.00,25.00,2.50,-0.34,-1.70,1.00,5.00,1.00,1,2,0
4.00,6.00,37.00,3.00,-0.30,0.14,1.00,4.00,0.00,1,3,1
8.00,6.00,31.00,3.10,0.78,-0.02,1.00,3.00,0.00,1,3,1
2.00,3.00,41.00,3.20,-0.78,-0.87,1.00,3.00,1.00,1,4,1
4.00,3.00,31.50,3.40,-0.26,-0.69,1.00,4.00,0.00,1,3,1
10.00,9.00,36.00,3.10,1.37,1.14,1.00,3.00,0.00,1,2,1
9.00,10.00,43.00,2.90,1.08,1.63,1.00,4.00,1.00,1,5,1
4.00,4.00,37.00,2.70,-0.33,-0.30,1.00,4.00,0.00,1,3,1
9.00,8.00,36.00,3.30,0.96,0.82,1.00,4.00,0.00,1,4,1
4.00,1.00,42.00,3.40,-0.32,-1.73,2.00,3.00,0.00,1,5,1
2.00,2.00,35.00,3.10,-0.73,-1.14,1.00,1.00,1.00,1,2,1
4.00,3.00,38.00,3.10,-0.22,-0.62,1.00,3.00,1.00,1,4,1
9.00,9.00,44.00,3.50,1.03,1.09,1.00,4.00,0.00,1,6,1
10.00,10.00,36.00,3.90,1.90,2.09,1.00,3.00,0.00,1,5,1
8.00,7.00,42.00,2.70,0.68,0.40,1.00,5.00,1.00,1,4,1
2.00,4.00,36.00,3.60,-0.89,-0.29,1.00,2.00,1.00,1,3,1
4.00,4.00,46.00,3.60,-0.27,-0.37,1.00,4.00,1.00,1,6,1
5.00,5.00,38.00,3.10,-0.07,-0.13,1.00,3.00,0.00,1,4,1
10.00,10.00,42.00,2.80,1.88,2.22,1.00,3.00,0.00,1,3,1
7.00,7.00,42.00,3.70,0.42,0.30,1.00,4.00,0.00,1,4,1
3.00,4.00,48.00,2.70,-0.55,-0.26,1.00,4.00,1.00,1,4,1
7.00,5.00,34.00,3.80,0.43,-0.06,1.00,3.00,0.00,1,4,1
9.00,10.00,41.00,3.50,1.22,1.64,1.00,4.00,0.00,1,4,1
7.00,5.00,36.00,3.20,0.51,-0.18,1.00,4.00,1.00,1,4,1
8.00,7.00,34.00,2.70,0.61,0.42,1.00,5.00,1.00,1,3,1
3.00,3.00,34.00,3.60,-0.69,-0.68,1.00,3.00,1.00,1,3,1
4.00,3.00,39.00,3.70,-0.39,-0.67,1.00,3.00,1.00,1,4,1
2.00,2.00,39.00,3.40,-0.89,-0.97,1.00,4.00,1.00,1,4,1
5.00,6.00,35.00,3.00,-0.12,0.18,1.00,4.00,1.00,1,3,1
10.00,10.00,39.00,3.50,1.96,1.85,2.00,3.00,0.00,1,3,1
6.00,9.00,40.00,3.60,0.20,1.05,1.00,3.00,1.00,1,4,1
1.00,1.00,35.00,2.20,-1.86,-1.79,1.00,2.00,1.00,0,4,1
2.00,7.00,34.00,2.90,-0.97,0.35,2.00,3.00,1.00,1,3,1
6.00,4.00,37.00,3.50,0.23,-0.53,1.00,1.00,1.00,1,4,1
6.00,3.00,31.50,3.70,0.12,-0.83,1.00,2.00,1.00,1,4,1
9.00,10.00,37.00,3.30,1.14,1.30,1.00,2.00,1.00,1,4,1
10.00,10.00,37.00,3.80,1.60,1.59,1.00,4.00,0.00,1,4,1
4.00,3.00,45.00,2.90,-0.39,-0.84,1.00,5.00,1.00,1,4,1
9.00,9.00,34.00,2.60,0.90,1.20,1.00,2.00,1.00,1,2,1
1.00,2.00,43.00,3.40,-1.40,-1.20,1.00,3.00,0.00,1,5,1
8.00,8.00,38.00,2.80,0.70,0.59,1.00,3.00,1.00,1,4,1
3.00,4.00,42.00,3.10,-0.56,-0.28,1.00,5.00,1.00,1,4,1
5.00,2.00,42.00,2.40,-0.13,-0.95,1.00,3.00,1.00,1,3,1
10.00,10.00,41.00,3.10,2.75,2.08,1.00,3.00,0.00,1,3,1
9.00,9.00,42.00,3.40,1.25,1.02,1.00,3.00,0.00,1,3,1
8.00,8.00,34.00,3.20,0.63,0.64,1.00,3.00,0.00,1,2,1
9.00,9.00,44.00,2.90,1.17,1.01,1.00,4.00,0.00,1,6,1
1.00,5.00,34.00,3.50,-1.41,-0.04,1.00,3.00,0.00,1,3,1
1.00,1.00,39.50,3.00,-1.75,-2.47,1.00,4.00,1.00,1,4,1
4.00,2.00,39.00,3.20,-0.28,-1.29,1.00,4.00,0.00,1,3,1
4.00,2.00,28.50,3.10,-0.33,-1.28,2.00,4.00,0.00,1,3,1
8.00,8.00,41.00,3.70,0.85,0.56,1.00,4.00,1.00,1,3,1
2.00,4.00,43.00,3.00,-1.05,-0.52,1.00,4.00,1.00,1,4,1
7.00,6.00,43.00,3.10,0.41,0.26,1.00,4.00,0.00,1,6,0
8.00,3.00,28.50,3.10,0.70,-0.60,1.00,3.00,0.00,1,2,1
1.00,1.00,28.00,2.50,-1.17,-1.81,1.00,1.00,1.00,0,4,1
3.00,4.00,39.00,3.30,-0.62,-0.42,1.00,4.00,0.00,1,4,1
10.00,10.00,44.00,1.50,1.88,1.42,2.00,3.00,1.00,1,3,1
4.00,3.00,32.00,3.00,-0.32,-0.85,1.00,3.00,1.00,1,4,1
1.00,1.00,22.50,3.00,-1.95,-2.65,1.00,2.00,0.00,0,5,0
3.00,2.00,27.00,3.40,-0.62,-1.25,1.00,3.00,1.00,1,4,1
1.00,1.00,41.00,3.50,-1.86,-2.02,1.00,4.00,1.00,1,4,1
8.00,8.00,45.00,3.60,0.60,0.81,1.00,3.00,1.00,1,5,1
5.00,8.00,42.00,3.30,-0.01,0.80,1.00,4.00,0.00,1,5,1
8.00,6.00,32.00,3.40,0.61,0.10,2.00,3.00,0.00,1,5,0
1.00,9.00,40.00,2.30,-1.13,1.07,1.00,3.00,1.00,1,3,1
3.00,4.00,45.00,3.70,-0.71,-0.39,1.00,4.00,0.00,1,6,1
4.00,3.00,40.00,3.40,-0.20,-0.73,1.00,4.00,1.00,1,4,1
4.00,4.00,34.00,3.80,-0.18,-0.30,1.00,3.00,1.00,1,4,1
3.00,3.00,41.00,2.50,-0.51,-0.70,1.00,4.00,1.00,1,3,1
2.00,4.00,38.00,3.30,-0.95,-0.25,1.00,3.00,0.00,0,5,1
5.00,4.00,36.00,3.10,0.05,-0.35,2.00,4.00,1.00,1,4,0
2.00,2.00,32.00,2.40,-0.80,-1.02,1.00,4.00,1.00,1,2,0
7.00,8.00,42.00,2.90,0.42,0.76,1.00,3.00,1.00,1,3,1
8.00,6.00,38.00,2.80,0.77,0.17,1.00,5.00,1.00,1,4,1
7.00,6.00,36.00,3.10,0.49,0.13,1.00,3.00,1.00,1,4,1
5.00,2.00,27.30,3.20,0.05,-0.99,1.00,3.00,1.00,1,3,0
8.00,6.00,35.00,3.30,0.76,0.19,1.00,3.00,1.00,1,3,1
1.00,1.00,31.00,3.70,-1.31,-1.82,1.00,3.00,1.00,1,5,1
9.00,9.00,33.00,3.50,0.96,0.97,1.00,2.00,1.00,1,5,1
5.00,3.00,37.00,2.60,-0.16,-0.67,1.00,2.00,1.00,1,4,1
3.00,3.00,36.00,3.20,-0.67,-0.82,1.00,4.00,0.00,1,3,1
9.00,9.00,33.50,2.90,0.94,0.89,1.00,1.00,0.00,1,5,1
6.00,6.00,44.00,3.30,0.17,0.04,1.00,3.00,1.00,1,4,1
10.00,10.00,35.00,3.50,1.63,1.78,1.00,3.00,1.00,1,4,1
5.00,6.00,40.70,3.10,0.08,0.03,1.00,4.00,0.00,1,4,1
10.00,10.00,41.00,4.00,2.02,2.03,1.00,4.00,1.00,1,4,1
2.00,4.00,34.00,3.30,-0.98,-0.59,1.00,4.00,1.00,1,2,0
9.00,9.00,31.00,2.90,1.12,1.29,1.00,3.00,1.00,1,2,1
4.00,5.00,39.00,2.70,-0.23,-0.26,1.00,4.00,1.00,1,3,1
9.00,9.00,40.00,3.50,1.18,1.25,1.00,2.00,1.00,1,5,1
